mimic_code,mimic_display,target_system,target_code,target_display,comment,codesearch_query,codesearch_query_2,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning,codesearch_loinc_status,codesearch_loinc_target,codesearch_loinc_display,codesearch_loinc_confidence,codesearch_snomed_status,codesearch_snomed_target,codesearch_snomed_display,codesearch_snomed_confidence,observed_shape,loinc_scale_typ,scale_note
228516,Impaired Skin #1- Type,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Type,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN 'Skin integrity impairment' matches 'Impaired Skin',ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228517,Skin Cleanse,,,,"LOINC: no match for 'Skin Cleanse' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Skin Cleanse' within <<363787002.",Skin Cleanse,,,,,no-match,,no-match,,,,no-match,,,,,,
228518,Impaired Skin #1- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228519,Impaired Skin #2- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228520,Impaired Skin #3- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228521,Impaired Skin #4- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228522,Impaired Skin #5- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228523,Impaired Skin #6- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228524,Impaired Skin #7- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228525,Impaired Skin #8- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228526,Impaired Skin #9- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228527,Impaired Skin #10- Cleanse,,,,"LOINC: proposed 28208-7 |Skin integrity impairment [CCC]| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Impaired Skin - Cleanse' within <<363787002.",Impaired Skin - Cleanse,,28208-7,Skin integrity impairment [CCC],0.70,below-threshold,Captures 'Impaired Skin' focus; 'Cleanse' action not representable as finding,below-threshold,28208-7,Skin integrity impairment [CCC],0.70,no-match,,,,NomOrd,,
228528,Skin Treatment,http://loinc.org,46050-1,Skin treatments Set,,Skin Treatment,,46050-1,Skin treatments Set,0.80,ok,FSN 'Skin treatments' Set matches input concept,ok,46050-1,Skin treatments Set,0.80,,,,,,LP7754-7,
228529,Impaired Skin #1- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228530,Impaired Skin #2- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228531,Impaired Skin #3- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228532,Impaired Skin #4- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228533,Impaired Skin #5- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228534,Impaired Skin #6- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228535,Impaired Skin #7- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228536,Impaired Skin #8- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228537,Impaired Skin #9- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228538,Impaired Skin #10- Treatment,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Treatment,,28208-7,Skin integrity impairment [CCC],0.85,ok,FSN matches 'Impaired Skin' concept,ok,28208-7,Skin integrity impairment [CCC],0.85,,,,,NomOrd,Ord,
228539,Pressure Ulcer #1- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228540,Pressure Ulcer #2- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228541,Pressure Ulcer #3- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228542,Pressure Ulcer #4- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228543,Pressure Ulcer #5- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228544,Pressure Ulcer #6- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228545,Pressure Ulcer #7- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228546,Pressure Ulcer #8- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228547,Pressure Ulcer #9- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228548,Pressure Ulcer #10- Treatment,http://snomed.info/sct,1581000124103,Wound dressing type,,Pressure Ulcer - Treatment,"Pressure Ulcer - Treatment (recorded values: Foam (Mepilex), None-Open to Air, Dry Sterile Dressing, Nonadherent Dressing (Adaptic), Therapeutic Ointment, Xeroform, Softsorb, 1"" Packing, Collagenese (Santyl-enzymatic), 1/4"" Packing, Foam (Allevyn Trach), Hydrofiber (Aquacel))",1581000124103,Wound dressing type,0.80,ok,Observable entity capturing dressing type recorded values,below-threshold,54971-7,Skin and ulcer treatments in last 7 days,0.75,ok,1581000124103,Wound dressing type,0.80,NomOrd,,
228549,Pressure Ulcer #1- Type,http://loinc.org,46048-5,Type of ulcer Set,,Pressure Ulcer - Type,,46048-5,Type of ulcer Set,0.90,ok,FSN 'Type of pressure injury' matches pressure ulcer type,ok,46048-5,Type of ulcer Set,0.90,,,,,NomOrd,LP7754-7,LOINC SCALE_TYP=LP7754-7 but MIMIC records NomOrd data — a representation mismatch rather than a wrong target
228550,Pressure Ulcer #2- Type,http://loinc.org,46048-5,Type of ulcer Set,,Pressure Ulcer - Type,,46048-5,Type of ulcer Set,0.90,ok,FSN 'Type of pressure injury' matches pressure ulcer type,ok,46048-5,Type of ulcer Set,0.90,,,,,NomOrd,LP7754-7,LOINC SCALE_TYP=LP7754-7 but MIMIC records NomOrd data — a representation mismatch rather than a wrong target
228551,Pressure Ulcer #3- Type,http://loinc.org,46048-5,Type of ulcer Set,,Pressure Ulcer - Type,,46048-5,Type of ulcer Set,0.90,ok,FSN 'Type of pressure injury' matches pressure ulcer type,ok,46048-5,Type of ulcer Set,0.90,,,,,NomOrd,LP7754-7,LOINC SCALE_TYP=LP7754-7 but MIMIC records NomOrd data — a representation mismatch rather than a wrong target
